epoch,mpe-large-spread-v2_teamcomm_no_mTrue_vTrue_333 - episode_return,mpe-large-spread-v2_teamcomm_no_mTrue_vTrue_333 - episode_return__MIN,mpe-large-spread-v2_teamcomm_no_mTrue_vTrue_333 - episode_return__MAX,mpe-large-spread-v2_teamcomm_no_mFalse_vTrue_333 - episode_return,mpe-large-spread-v2_teamcomm_no_mFalse_vTrue_333 - episode_return__MIN,mpe-large-spread-v2_teamcomm_no_mFalse_vTrue_333 - episode_return__MAX
498,-478,-478,-478,-501.5,-501.5,-501.5
499,-453.5,-453.5,-453.5,-422,-422,-422
500,-511,-511,-511,-526,-526,-526
501,-631.5,-631.5,-631.5,-464.5,-464.5,-464.5
502,-384,-384,-384,-388.5,-388.5,-388.5
503,-638.5,-638.5,-638.5,-409.5,-409.5,-409.5
504,-496,-496,-496,-308.5,-308.5,-308.5
505,-383.5,-383.5,-383.5,-464.5,-464.5,-464.5
506,-335,-335,-335,-456,-456,-456
507,-484,-484,-484,-434.5,-434.5,-434.5
508,-300,-300,-300,-387,-387,-387
509,-418.5,-418.5,-418.5,-458,-458,-458
510,-458,-458,-458,-342.5,-342.5,-342.5
511,-469.5,-469.5,-469.5,-347.5,-347.5,-347.5
512,-525,-525,-525,-582.5,-582.5,-582.5
513,-342.5,-342.5,-342.5,-304,-304,-304
514,-322.5,-322.5,-322.5,-405.5,-405.5,-405.5
515,-414.5,-414.5,-414.5,-354,-354,-354
516,-404,-404,-404,-598.5,-598.5,-598.5
517,-394.5,-394.5,-394.5,-582,-582,-582
518,-438,-438,-438,-457.5,-457.5,-457.5
519,-360.5,-360.5,-360.5,-376.5,-376.5,-376.5
520,-386.5,-386.5,-386.5,-303,-303,-303
521,-459.5,-459.5,-459.5,-388.5,-388.5,-388.5
522,-385.5,-385.5,-385.5,-505.5,-505.5,-505.5
523,-401,-401,-401,-465,-465,-465
524,-472.5,-472.5,-472.5,-425.5,-425.5,-425.5
525,-427.5,-427.5,-427.5,-430.5,-430.5,-430.5
526,-419.5,-419.5,-419.5,-483,-483,-483
527,-490.5,-490.5,-490.5,-429,-429,-429
528,-400.5,-400.5,-400.5,-573,-573,-573
529,-492.5,-492.5,-492.5,-303.5,-303.5,-303.5
530,-481.5,-481.5,-481.5,-442.5,-442.5,-442.5
531,-446.5,-446.5,-446.5,-377.5,-377.5,-377.5
532,-456,-456,-456,-416,-416,-416
533,-403.5,-403.5,-403.5,-487,-487,-487
534,-533.5,-533.5,-533.5,-479,-479,-479
535,-447.5,-447.5,-447.5,-332,-332,-332
536,-333,-333,-333,-374,-374,-374
537,-354.5,-354.5,-354.5,-394.5,-394.5,-394.5
538,-419,-419,-419,-593,-593,-593
539,-360.5,-360.5,-360.5,-455,-455,-455
540,-435.5,-435.5,-435.5,-431.5,-431.5,-431.5
541,-334.5,-334.5,-334.5,-382.5,-382.5,-382.5
542,-561,-561,-561,-422,-422,-422
543,-363.5,-363.5,-363.5,-513.5,-513.5,-513.5
544,-338,-338,-338,-398,-398,-398
545,-480,-480,-480,-531,-531,-531
546,-492,-492,-492,-320,-320,-320
547,-283,-283,-283,-350,-350,-350
548,-485,-485,-485,-405,-405,-405
549,-470.5,-470.5,-470.5,-380,-380,-380
550,-403.5,-403.5,-403.5,-441.5,-441.5,-441.5
551,-393,-393,-393,-492.5,-492.5,-492.5
552,-391.5,-391.5,-391.5,-808,-808,-808
553,-494,-494,-494,-565,-565,-565
554,-458.5,-458.5,-458.5,-437.5,-437.5,-437.5
555,-490,-490,-490,-331.5,-331.5,-331.5
556,-544.5,-544.5,-544.5,-643,-643,-643
557,-444.5,-444.5,-444.5,-497,-497,-497
558,-420,-420,-420,-452,-452,-452
559,-381,-381,-381,-404.5,-404.5,-404.5
560,-277,-277,-277,-453,-453,-453
561,-428.5,-428.5,-428.5,-404.5,-404.5,-404.5
562,-558.5,-558.5,-558.5,-390,-390,-390
563,-363,-363,-363,-430,-430,-430
564,-487,-487,-487,-404,-404,-404
565,-411.5,-411.5,-411.5,-373.5,-373.5,-373.5
566,-443,-443,-443,-494.5,-494.5,-494.5
567,-363.5,-363.5,-363.5,-443.5,-443.5,-443.5
568,-317,-317,-317,-403,-403,-403
569,-356.5,-356.5,-356.5,-554.5,-554.5,-554.5
570,-457,-457,-457,-425.5,-425.5,-425.5
571,-361.5,-361.5,-361.5,-341.5,-341.5,-341.5
572,-421,-421,-421,-487.5,-487.5,-487.5
573,-395.5,-395.5,-395.5,-350,-350,-350
574,-554,-554,-554,-409.5,-409.5,-409.5
575,-547,-547,-547,-478,-478,-478
576,-502.5,-502.5,-502.5,-598.5,-598.5,-598.5
577,-399,-399,-399,-610.5,-610.5,-610.5
578,-452,-452,-452,-339,-339,-339
579,-355,-355,-355,-399.5,-399.5,-399.5
580,-321.5,-321.5,-321.5,-497,-497,-497
581,-382.5,-382.5,-382.5,-375,-375,-375
582,-250,-250,-250,-480.5,-480.5,-480.5
583,-520.5,-520.5,-520.5,-350.5,-350.5,-350.5
584,-525.5,-525.5,-525.5,-431,-431,-431
585,-313.5,-313.5,-313.5,-331.5,-331.5,-331.5
586,-461,-461,-461,-574,-574,-574
587,-337,-337,-337,-494,-494,-494
588,-418,-418,-418,-433,-433,-433
589,-430.5,-430.5,-430.5,-356,-356,-356
590,-341,-341,-341,-465,-465,-465
591,-295,-295,-295,-317.5,-317.5,-317.5
592,-281.5,-281.5,-281.5,-490.5,-490.5,-490.5
593,-295,-295,-295,-387,-387,-387
594,-478.5,-478.5,-478.5,-389,-389,-389
595,-382.5,-382.5,-382.5,-532,-532,-532
596,-304.5,-304.5,-304.5,-338,-338,-338
597,-411.5,-411.5,-411.5,-452.5,-452.5,-452.5
598,-310.5,-310.5,-310.5,-502,-502,-502
599,-449,-449,-449,-385,-385,-385
600,-323,-323,-323,-327.5,-327.5,-327.5
601,-494.5,-494.5,-494.5,-489.5,-489.5,-489.5
602,-410.5,-410.5,-410.5,-375.5,-375.5,-375.5
603,-474,-474,-474,-398.5,-398.5,-398.5
604,-263,-263,-263,-271,-271,-271
605,-349,-349,-349,-487.5,-487.5,-487.5
606,-402.5,-402.5,-402.5,-494,-494,-494
607,-577,-577,-577,-496,-496,-496
608,-375.5,-375.5,-375.5,-383,-383,-383
609,-416.5,-416.5,-416.5,-475.5,-475.5,-475.5
610,-443.5,-443.5,-443.5,-452.5,-452.5,-452.5
611,-424.5,-424.5,-424.5,-558.5,-558.5,-558.5
612,-354,-354,-354,-343.5,-343.5,-343.5
613,-489.5,-489.5,-489.5,-466.5,-466.5,-466.5
614,-402,-402,-402,-269,-269,-269
615,-486.5,-486.5,-486.5,-375.5,-375.5,-375.5
616,-371,-371,-371,-416,-416,-416
617,-590.5,-590.5,-590.5,-378,-378,-378
618,-412.5,-412.5,-412.5,-577.5,-577.5,-577.5
619,-336.5,-336.5,-336.5,-348.5,-348.5,-348.5
620,-483.5,-483.5,-483.5,-518.5,-518.5,-518.5
621,-276.5,-276.5,-276.5,-447.5,-447.5,-447.5
622,-296,-296,-296,-396,-396,-396
623,-590,-590,-590,-421.5,-421.5,-421.5
624,-512,-512,-512,-402,-402,-402
625,-430,-430,-430,-316.5,-316.5,-316.5
626,-419,-419,-419,-576.5,-576.5,-576.5
627,-550,-550,-550,-452.5,-452.5,-452.5
628,-513,-513,-513,-386,-386,-386
629,-586,-586,-586,-395,-395,-395
630,-489.5,-489.5,-489.5,-740,-740,-740
631,-537.5,-537.5,-537.5,-561,-561,-561
632,-481.5,-481.5,-481.5,-212,-212,-212
633,-263.5,-263.5,-263.5,-453,-453,-453
634,-406.5,-406.5,-406.5,-407.5,-407.5,-407.5
635,-373.5,-373.5,-373.5,-548.5,-548.5,-548.5
636,-518,-518,-518,-420,-420,-420
637,-303.5,-303.5,-303.5,-286.5,-286.5,-286.5
638,-259.5,-259.5,-259.5,-434.5,-434.5,-434.5
639,-415.5,-415.5,-415.5,-395.5,-395.5,-395.5
640,-546,-546,-546,-475,-475,-475
641,-571.5,-571.5,-571.5,-404.5,-404.5,-404.5
642,-360.5,-360.5,-360.5,-374,-374,-374
643,-416.5,-416.5,-416.5,-376.5,-376.5,-376.5
644,-501,-501,-501,-387,-387,-387
645,-480.5,-480.5,-480.5,-289.5,-289.5,-289.5
646,-373,-373,-373,-465,-465,-465
647,-449.5,-449.5,-449.5,-412,-412,-412
648,-566,-566,-566,-574.5,-574.5,-574.5
649,-564.5,-564.5,-564.5,-429,-429,-429
650,-605.5,-605.5,-605.5,-351.5,-351.5,-351.5
651,-318.5,-318.5,-318.5,-406.5,-406.5,-406.5
652,-670.5,-670.5,-670.5,-431.5,-431.5,-431.5
653,-295.5,-295.5,-295.5,-336.5,-336.5,-336.5
654,-420,-420,-420,-374,-374,-374
655,-320.5,-320.5,-320.5,-378,-378,-378
656,-585,-585,-585,-539,-539,-539
657,-420.5,-420.5,-420.5,-519.5,-519.5,-519.5
658,-323.5,-323.5,-323.5,-383,-383,-383
659,-356,-356,-356,-427,-427,-427
660,-417,-417,-417,-381,-381,-381
661,-494,-494,-494,-415.5,-415.5,-415.5
662,-373.5,-373.5,-373.5,-508,-508,-508
663,-387,-387,-387,-412,-412,-412
664,-366.5,-366.5,-366.5,-340.5,-340.5,-340.5
665,-263,-263,-263,-490,-490,-490
666,-409.5,-409.5,-409.5,-400.5,-400.5,-400.5
667,-381.5,-381.5,-381.5,-484,-484,-484
668,-331.5,-331.5,-331.5,-387,-387,-387
669,-362,-362,-362,-510,-510,-510
670,-355,-355,-355,-318.5,-318.5,-318.5
671,-433.5,-433.5,-433.5,-445,-445,-445
672,-456.5,-456.5,-456.5,-344,-344,-344
673,-302,-302,-302,-619.5,-619.5,-619.5
674,-381,-381,-381,-379.5,-379.5,-379.5
675,-439.5,-439.5,-439.5,-433.5,-433.5,-433.5
676,-390.5,-390.5,-390.5,-581.5,-581.5,-581.5
677,-583,-583,-583,-321.5,-321.5,-321.5
678,-590.5,-590.5,-590.5,-321,-321,-321
679,-464,-464,-464,-326,-326,-326
680,-407.5,-407.5,-407.5,-427,-427,-427
681,-356,-356,-356,-391,-391,-391
682,-363,-363,-363,-458,-458,-458
683,-325.5,-325.5,-325.5,-373.5,-373.5,-373.5
684,-356.5,-356.5,-356.5,-391.5,-391.5,-391.5
685,-409.5,-409.5,-409.5,-377.5,-377.5,-377.5
686,-343.5,-343.5,-343.5,-372.5,-372.5,-372.5
687,-475,-475,-475,-468,-468,-468
688,-404.5,-404.5,-404.5,-332.5,-332.5,-332.5
689,-309,-309,-309,-431,-431,-431
690,-593.5,-593.5,-593.5,-291,-291,-291
691,-614,-614,-614,-248,-248,-248
692,-297.5,-297.5,-297.5,-517,-517,-517
693,-532.5,-532.5,-532.5,-244.5,-244.5,-244.5
694,-586,-586,-586,-393,-393,-393
695,-380.5,-380.5,-380.5,-388.5,-388.5,-388.5
696,-391,-391,-391,-462.5,-462.5,-462.5
697,-386.5,-386.5,-386.5,-397.5,-397.5,-397.5
698,-510,-510,-510,-377.5,-377.5,-377.5
699,-355.5,-355.5,-355.5,-398.5,-398.5,-398.5
700,-329,-329,-329,-377.5,-377.5,-377.5
701,-256,-256,-256,-372.5,-372.5,-372.5
702,-247.5,-247.5,-247.5,-431,-431,-431
703,-503.5,-503.5,-503.5,-493,-493,-493
704,-312.5,-312.5,-312.5,-480,-480,-480
705,-438,-438,-438,-373,-373,-373
706,-441,-441,-441,-444.5,-444.5,-444.5
707,-267.5,-267.5,-267.5,-470.5,-470.5,-470.5
708,-624.5,-624.5,-624.5,-422.5,-422.5,-422.5
709,-263,-263,-263,-354,-354,-354
710,-401.5,-401.5,-401.5,-450.5,-450.5,-450.5
711,-287,-287,-287,-341.5,-341.5,-341.5
712,-431.5,-431.5,-431.5,-386,-386,-386
713,-449,-449,-449,-550,-550,-550
714,-544.5,-544.5,-544.5,-395,-395,-395
715,-398.5,-398.5,-398.5,-424,-424,-424
716,-335.5,-335.5,-335.5,-349,-349,-349
717,-326.5,-326.5,-326.5,-389.5,-389.5,-389.5
718,-429.5,-429.5,-429.5,-492,-492,-492
719,-282.5,-282.5,-282.5,-452,-452,-452
720,-353,-353,-353,-600,-600,-600
721,-300.5,-300.5,-300.5,-492.5,-492.5,-492.5
722,-346.5,-346.5,-346.5,-401.5,-401.5,-401.5
723,-259,-259,-259,-423.5,-423.5,-423.5
724,-581,-581,-581,-288,-288,-288
725,-398.5,-398.5,-398.5,-408.5,-408.5,-408.5
726,-545.5,-545.5,-545.5,-515.5,-515.5,-515.5
727,-711,-711,-711,-413,-413,-413
728,-426,-426,-426,-426.5,-426.5,-426.5
729,-402.5,-402.5,-402.5,-453.5,-453.5,-453.5
730,-278.5,-278.5,-278.5,-462,-462,-462
731,-530,-530,-530,-472.5,-472.5,-472.5
732,-472.5,-472.5,-472.5,-381.5,-381.5,-381.5
733,-475,-475,-475,-412,-412,-412
734,-353,-353,-353,-431,-431,-431
735,-458.5,-458.5,-458.5,-333,-333,-333
736,-417.5,-417.5,-417.5,-357.5,-357.5,-357.5
737,-434.5,-434.5,-434.5,-443.5,-443.5,-443.5
738,-360,-360,-360,-411,-411,-411
739,-607,-607,-607,-305,-305,-305
740,-498,-498,-498,-603.5,-603.5,-603.5
741,-397.5,-397.5,-397.5,-268.5,-268.5,-268.5
742,-408.5,-408.5,-408.5,-414.5,-414.5,-414.5
743,-315.5,-315.5,-315.5,-369,-369,-369
744,-370.5,-370.5,-370.5,-366,-366,-366
745,-404.5,-404.5,-404.5,-342,-342,-342
746,-348.5,-348.5,-348.5,-481,-481,-481
747,-453.5,-453.5,-453.5,-409,-409,-409
748,-302.5,-302.5,-302.5,-461.5,-461.5,-461.5
749,-337.5,-337.5,-337.5,-362,-362,-362
750,-491.5,-491.5,-491.5,-409.5,-409.5,-409.5
751,-325.5,-325.5,-325.5,-372.5,-372.5,-372.5
752,-398.5,-398.5,-398.5,-301,-301,-301
753,-447.5,-447.5,-447.5,-394,-394,-394
754,-311,-311,-311,-389,-389,-389
755,-284.5,-284.5,-284.5,-373,-373,-373
756,-480.5,-480.5,-480.5,-323,-323,-323
757,-578.5,-578.5,-578.5,-438,-438,-438
758,-455,-455,-455,-335.5,-335.5,-335.5
759,-361,-361,-361,-500.5,-500.5,-500.5
760,-487,-487,-487,-408,-408,-408
761,-438,-438,-438,-360.5,-360.5,-360.5
762,-477,-477,-477,-621.5,-621.5,-621.5
763,-494,-494,-494,-307.5,-307.5,-307.5
764,-300.5,-300.5,-300.5,-404.5,-404.5,-404.5
765,-348.5,-348.5,-348.5,-399,-399,-399
766,-270,-270,-270,-299.5,-299.5,-299.5
767,-217,-217,-217,-299.5,-299.5,-299.5
768,-255.5,-255.5,-255.5,-664,-664,-664
769,-361,-361,-361,-369,-369,-369
770,-391.5,-391.5,-391.5,-490.5,-490.5,-490.5
771,-326.5,-326.5,-326.5,-462,-462,-462
772,-393.5,-393.5,-393.5,-390.5,-390.5,-390.5
773,-418.5,-418.5,-418.5,-375.5,-375.5,-375.5
774,-321.5,-321.5,-321.5,-214.5,-214.5,-214.5
775,-332,-332,-332,-398,-398,-398
776,-452.5,-452.5,-452.5,-517.5,-517.5,-517.5
777,-421.5,-421.5,-421.5,-369,-369,-369
778,-382.5,-382.5,-382.5,-799,-799,-799
779,-371,-371,-371,-447,-447,-447
780,-551,-551,-551,-235,-235,-235
781,-314,-314,-314,-540.5,-540.5,-540.5
782,-330,-330,-330,-297,-297,-297
783,-403.5,-403.5,-403.5,-257.5,-257.5,-257.5
784,-459.5,-459.5,-459.5,-356,-356,-356
785,-318,-318,-318,-374,-374,-374
786,-375.5,-375.5,-375.5,-394.5,-394.5,-394.5
787,-419,-419,-419,-372.5,-372.5,-372.5
788,-356.5,-356.5,-356.5,-513,-513,-513
789,-298,-298,-298,-415.5,-415.5,-415.5
790,-359.5,-359.5,-359.5,-542.5,-542.5,-542.5
791,-286,-286,-286,-393,-393,-393
792,-389,-389,-389,-323.5,-323.5,-323.5
793,-469.5,-469.5,-469.5,-514.5,-514.5,-514.5
794,-458.5,-458.5,-458.5,-520,-520,-520
795,-450,-450,-450,-432,-432,-432
796,-371.5,-371.5,-371.5,-418,-418,-418
797,-344.5,-344.5,-344.5,-481.5,-481.5,-481.5
798,-463.5,-463.5,-463.5,-511.5,-511.5,-511.5
799,-295.5,-295.5,-295.5,-399,-399,-399
800,-287.5,-287.5,-287.5,-429.5,-429.5,-429.5
801,-400,-400,-400,-263.5,-263.5,-263.5
802,-459.5,-459.5,-459.5,-416.5,-416.5,-416.5
803,-377.5,-377.5,-377.5,-460.5,-460.5,-460.5
804,-459,-459,-459,-444.5,-444.5,-444.5
805,-311.5,-311.5,-311.5,-483.5,-483.5,-483.5
806,-334,-334,-334,-348.5,-348.5,-348.5
807,-257.5,-257.5,-257.5,-454.5,-454.5,-454.5
808,-355,-355,-355,-431.5,-431.5,-431.5
809,-472,-472,-472,-422.5,-422.5,-422.5
810,-366.5,-366.5,-366.5,-321,-321,-321
811,-264.5,-264.5,-264.5,-410,-410,-410
812,-418.5,-418.5,-418.5,-289,-289,-289
813,-330,-330,-330,-544.5,-544.5,-544.5
814,-476,-476,-476,-311.5,-311.5,-311.5
815,-576,-576,-576,-477.5,-477.5,-477.5
816,-351.5,-351.5,-351.5,-401,-401,-401
817,-558,-558,-558,-452,-452,-452
818,-412.5,-412.5,-412.5,-384.5,-384.5,-384.5
819,-411,-411,-411,-507,-507,-507
820,-350.5,-350.5,-350.5,-340,-340,-340
821,-357,-357,-357,-289.5,-289.5,-289.5
822,-356,-356,-356,-325,-325,-325
823,-342.5,-342.5,-342.5,-527,-527,-527
824,-284,-284,-284,-405.5,-405.5,-405.5
825,-518.5,-518.5,-518.5,-333.5,-333.5,-333.5
826,-354.5,-354.5,-354.5,-375.5,-375.5,-375.5
827,-418,-418,-418,-397,-397,-397
828,-381,-381,-381,-378,-378,-378
829,-476,-476,-476,-317.5,-317.5,-317.5
830,-393,-393,-393,-459.5,-459.5,-459.5
831,-320,-320,-320,-454.5,-454.5,-454.5
832,-385.5,-385.5,-385.5,-316,-316,-316
833,-381.5,-381.5,-381.5,-503.5,-503.5,-503.5
834,-422.5,-422.5,-422.5,-368,-368,-368
835,-275,-275,-275,-499.5,-499.5,-499.5
836,-353,-353,-353,-516.5,-516.5,-516.5
837,-324.5,-324.5,-324.5,-336.5,-336.5,-336.5
838,-404,-404,-404,-535.5,-535.5,-535.5
839,-362.5,-362.5,-362.5,-336.5,-336.5,-336.5
840,-423,-423,-423,-451.5,-451.5,-451.5
841,-594.5,-594.5,-594.5,-521,-521,-521
842,-503.5,-503.5,-503.5,-363,-363,-363
843,-349,-349,-349,-446,-446,-446
844,-457,-457,-457,-328,-328,-328
845,-309.5,-309.5,-309.5,-330.5,-330.5,-330.5
846,-368,-368,-368,-332,-332,-332
847,-318,-318,-318,-209.5,-209.5,-209.5
848,-400.5,-400.5,-400.5,-561,-561,-561
849,-438,-438,-438,-336,-336,-336
850,-321.5,-321.5,-321.5,-434,-434,-434
851,-405.5,-405.5,-405.5,-377.5,-377.5,-377.5
852,-429,-429,-429,-482.5,-482.5,-482.5
853,-347.5,-347.5,-347.5,-383,-383,-383
854,-457,-457,-457,-408.5,-408.5,-408.5
855,-386.5,-386.5,-386.5,-482,-482,-482
856,-508,-508,-508,-321,-321,-321
857,-476,-476,-476,-351.5,-351.5,-351.5
858,-363,-363,-363,-328,-328,-328
859,-396.5,-396.5,-396.5,-556.5,-556.5,-556.5
860,-482.5,-482.5,-482.5,-390.5,-390.5,-390.5
861,-500,-500,-500,-370.5,-370.5,-370.5
862,-316.5,-316.5,-316.5,-464.5,-464.5,-464.5
863,-298,-298,-298,-270,-270,-270
864,-420,-420,-420,-491,-491,-491
865,-412.5,-412.5,-412.5,-463.5,-463.5,-463.5
866,-284,-284,-284,-390,-390,-390
867,-288.5,-288.5,-288.5,-564.5,-564.5,-564.5
868,-359.5,-359.5,-359.5,-418,-418,-418
869,-492,-492,-492,-373.5,-373.5,-373.5
870,-361.5,-361.5,-361.5,-321,-321,-321
871,-451.5,-451.5,-451.5,-589,-589,-589
872,-377,-377,-377,-246.5,-246.5,-246.5
873,-323.5,-323.5,-323.5,-512.5,-512.5,-512.5
874,-442.5,-442.5,-442.5,-436.5,-436.5,-436.5
875,-477,-477,-477,-666,-666,-666
876,-356,-356,-356,-442,-442,-442
877,-313.5,-313.5,-313.5,-348.5,-348.5,-348.5
878,-325.5,-325.5,-325.5,-635,-635,-635
879,-436,-436,-436,-405.5,-405.5,-405.5
880,-476,-476,-476,-563,-563,-563
881,-535.5,-535.5,-535.5,-412,-412,-412
882,-459,-459,-459,-447,-447,-447
883,-477,-477,-477,-396.5,-396.5,-396.5
884,-340.5,-340.5,-340.5,-396.5,-396.5,-396.5
885,-565.5,-565.5,-565.5,-567,-567,-567
886,-372.5,-372.5,-372.5,-444,-444,-444
887,-465,-465,-465,-678,-678,-678
888,-594,-594,-594,-228.5,-228.5,-228.5
889,-495.5,-495.5,-495.5,-404.5,-404.5,-404.5
890,-407.5,-407.5,-407.5,-369.5,-369.5,-369.5
891,-498,-498,-498,-415,-415,-415
892,-420,-420,-420,-393.5,-393.5,-393.5
893,-345.5,-345.5,-345.5,-490.5,-490.5,-490.5
894,-487,-487,-487,-440,-440,-440
895,-494.5,-494.5,-494.5,-402,-402,-402
896,-531,-531,-531,-392,-392,-392
897,-333,-333,-333,-422,-422,-422
898,-287.5,-287.5,-287.5,-410.5,-410.5,-410.5
899,-368,-368,-368,-342,-342,-342
900,-698,-698,-698,-420,-420,-420
901,-456,-456,-456,-505,-505,-505
902,-417.5,-417.5,-417.5,-515,-515,-515
903,-270.5,-270.5,-270.5,-386,-386,-386
904,-512,-512,-512,-397.5,-397.5,-397.5
905,-391,-391,-391,-657.5,-657.5,-657.5
906,-373.5,-373.5,-373.5,-515.5,-515.5,-515.5
907,-537,-537,-537,-387,-387,-387
908,-305.5,-305.5,-305.5,-316,-316,-316
909,-339.5,-339.5,-339.5,-538.5,-538.5,-538.5
910,-445.5,-445.5,-445.5,-442,-442,-442
911,-397,-397,-397,-567,-567,-567
912,-281,-281,-281,-429,-429,-429
913,-394.5,-394.5,-394.5,-422,-422,-422
914,-364,-364,-364,-255.5,-255.5,-255.5
915,-503,-503,-503,-438,-438,-438
916,-371,-371,-371,-328.5,-328.5,-328.5
917,-329,-329,-329,-477,-477,-477
918,-445,-445,-445,-334,-334,-334
919,-243,-243,-243,-423,-423,-423
920,-344,-344,-344,-478.5,-478.5,-478.5
921,-274,-274,-274,-440.5,-440.5,-440.5
922,-564,-564,-564,-470.5,-470.5,-470.5
923,-503.5,-503.5,-503.5,-473.5,-473.5,-473.5
924,-312,-312,-312,-494,-494,-494
925,-317,-317,-317,-393.5,-393.5,-393.5
926,-397.5,-397.5,-397.5,-446.5,-446.5,-446.5
927,-413,-413,-413,-344.5,-344.5,-344.5
928,-493.5,-493.5,-493.5,-357.5,-357.5,-357.5
929,-382,-382,-382,-248,-248,-248
930,-426.5,-426.5,-426.5,-473.5,-473.5,-473.5
931,-433,-433,-433,-436.5,-436.5,-436.5
932,-477.5,-477.5,-477.5,-459,-459,-459
933,-337,-337,-337,-347.5,-347.5,-347.5
934,-480.5,-480.5,-480.5,-336,-336,-336
935,-396,-396,-396,-471.5,-471.5,-471.5
936,-343,-343,-343,-493,-493,-493
937,-557,-557,-557,-441.5,-441.5,-441.5
938,-472.5,-472.5,-472.5,-453,-453,-453
939,-401,-401,-401,-265.5,-265.5,-265.5
940,-331.5,-331.5,-331.5,-444.5,-444.5,-444.5
941,-246,-246,-246,-399,-399,-399
942,-383.5,-383.5,-383.5,-564.5,-564.5,-564.5
943,-435.5,-435.5,-435.5,-384.5,-384.5,-384.5
944,-348.5,-348.5,-348.5,-298,-298,-298
945,-418.5,-418.5,-418.5,-370.5,-370.5,-370.5
946,-414.5,-414.5,-414.5,-466,-466,-466
947,-388,-388,-388,-496.5,-496.5,-496.5
948,-569.5,-569.5,-569.5,-435,-435,-435
949,-354.5,-354.5,-354.5,-406.5,-406.5,-406.5
950,-332,-332,-332,-394.5,-394.5,-394.5
951,-481.5,-481.5,-481.5,-456,-456,-456
952,-390,-390,-390,-467.5,-467.5,-467.5
953,-351.5,-351.5,-351.5,-460,-460,-460
954,-409.5,-409.5,-409.5,-567,-567,-567
955,-305,-305,-305,-256.5,-256.5,-256.5
956,-406,-406,-406,-410,-410,-410
957,-299.5,-299.5,-299.5,-436.5,-436.5,-436.5
958,-391.5,-391.5,-391.5,-438.5,-438.5,-438.5
959,-364.5,-364.5,-364.5,-367.5,-367.5,-367.5
960,-280,-280,-280,-455,-455,-455
961,-562,-562,-562,-285.5,-285.5,-285.5
962,-434.5,-434.5,-434.5,-167.5,-167.5,-167.5
963,-517,-517,-517,-372,-372,-372
964,-388,-388,-388,-377.5,-377.5,-377.5
965,-505,-505,-505,-414,-414,-414
966,-367,-367,-367,-315.5,-315.5,-315.5
967,-445,-445,-445,-298,-298,-298
968,-439,-439,-439,-316.5,-316.5,-316.5
969,-447.5,-447.5,-447.5,-368.5,-368.5,-368.5
970,-315,-315,-315,-326.5,-326.5,-326.5
971,-547.5,-547.5,-547.5,-454,-454,-454
972,-270.5,-270.5,-270.5,-331,-331,-331
973,-440,-440,-440,-401,-401,-401
974,-405,-405,-405,-476,-476,-476
975,-508.5,-508.5,-508.5,-545,-545,-545
976,-407,-407,-407,-329.5,-329.5,-329.5
977,-320,-320,-320,-447.5,-447.5,-447.5
978,-350,-350,-350,-400,-400,-400
979,-352,-352,-352,-284,-284,-284
980,-423,-423,-423,-450,-450,-450
981,-492,-492,-492,-406,-406,-406
982,-396,-396,-396,-410.5,-410.5,-410.5
983,-361.5,-361.5,-361.5,-500,-500,-500
984,-470.5,-470.5,-470.5,-535,-535,-535
985,-272,-272,-272,-628.5,-628.5,-628.5
986,-331,-331,-331,-333,-333,-333
987,-349.5,-349.5,-349.5,-299,-299,-299
988,-445.5,-445.5,-445.5,-419.5,-419.5,-419.5
989,-518.5,-518.5,-518.5,-337,-337,-337
990,-301,-301,-301,-523.5,-523.5,-523.5
991,-510.5,-510.5,-510.5,-473,-473,-473
992,-341,-341,-341,-485.5,-485.5,-485.5
993,-329.5,-329.5,-329.5,-399,-399,-399
994,-383.5,-383.5,-383.5,-356,-356,-356
995,-397.5,-397.5,-397.5,-392,-392,-392
996,-306.5,-306.5,-306.5,-297,-297,-297
997,-416,-416,-416,-381,-381,-381
998,-542,-542,-542,-363,-363,-363
999,-360,-360,-360,-237,-237,-237
1000,-555.5,-555.5,-555.5,-399.5,-399.5,-399.5
